Age,Gender,Location,Profession,Platform,Total Time Spent,Video Category,Video Length,Number of Videos Watched,Frequency,Watch Reason,DeviceType,Watch Time,Self Control,Addiction Level,CurrentActivity
50,Other,India,Labor/Worker,Facebook,24,Pranks,19,39,Evening,Procrastination,Smartphone,16:25:00,10,0,At work
39,Female,India,Students,TikTok,110,Gaming,16,25,Evening,Boredom,Smartphone,16:25:00,5,5,Commuting
38,Male,India,driver,TikTok,174,Jokes/Memes,27,16,Afternoon,Habit,Computer,17:45:00,5,5,At home
23,Male,Indonesia,Students,YouTube,38,Jokes/Memes,14,35,Afternoon,Procrastination,Tablet,17:45:00,10,0,At school
23,Male,Mexico,Labor/Worker,Facebook,123,Trends,29,17,Afternoon,Habit,Smartphone,17:45:00,5,5,At home
21,Male,Philippines,Labor/Worker,TikTok,116,Pranks,8,18,Afternoon,Boredom,Tablet,17:45:00,10,0,At work
47,Female,Vietnam,Waiting staff,Instagram,139,Vlogs,12,27,Evening,Habit,Smartphone,16:25:00,5,5,At school
28,Female,Pakistan,Labor/Worker,TikTok,93,ASMR,9,15,Night,Entertainment,Smartphone,22:15:00,10,0,At school
47,Other,Indonesia,Labor/Worker,YouTube,280,ASMR,6,17,Evening,Habit,Smartphone,16:25:00,10,0,At home
48,Female,United States,Manager,YouTube,253,ASMR,26,43,Afternoon,Habit,Tablet,17:45:00,8,2,Commuting
41,Male,United States,Cashier,Facebook,223,ASMR,18,5,Night,Boredom,Smartphone,22:15:00,10,0,At work
26,Other,India,Labor/Worker,YouTube,175,Life Hacks,2,16,Afternoon,Boredom,Smartphone,17:45:00,10,0,At home
20,Male,Philippines,Manager,TikTok,288,Gaming,23,15,Evening,Boredom,Smartphone,16:25:00,10,0,At school
48,Male,United States,Cashier,TikTok,68,Life Hacks,8,42,Evening,Entertainment,Smartphone,16:25:00,5,5,At home
57,Male,Barzil,Artist,TikTok,99,Pranks,24,46,Night,Boredom,Tablet,22:15:00,10,0,At work
54,Male,India,driver,TikTok,203,Pranks,14,34,Night,Habit,Smartphone,22:15:00,10,0,At home
53,Female,Barzil,driver,Facebook,132,Trends,6,48,Evening,Boredom,Tablet,16:25:00,5,5,At school
41,Female,India,driver,Instagram,145,Comedy,10,19,Night,Boredom,Smartphone,22:15:00,5,5,At work
48,Male,India,Teacher,Instagram,148,Entertainment,8,8,Evening,Habit,Smartphone,16:25:00,5,5,At work
23,Male,United States,Cashier,Facebook,238,Vlogs,17,47,Evening,Entertainment,Smartphone,16:25:00,10,0,At home
19,Male,India,Cashier,YouTube,283,Pranks,25,10,Evening,Entertainment,Computer,16:25:00,8,2,Commuting
37,Male,Germany,Artist,Instagram,59,Jokes/Memes,29,5,Afternoon,Habit,Smartphone,17:45:00,10,0,At school
45,Other,Vietnam,Labor/Worker,YouTube,127,Vlogs,12,48,Morning,Boredom,Smartphone,09:55:00,10,0,At school
28,Male,Germany,driver,Instagram,211,Life Hacks,17,26,Evening,Habit,Smartphone,16:25:00,10,0,At school
21,Female,Germany,Manager,YouTube,200,Life Hacks,13,22,Afternoon,Boredom,Tablet,17:45:00,5,5,At home
32,Male,Japan,Students,Facebook,190,Pranks,19,44,Afternoon,Procrastination,Tablet,17:45:00,5,5,At work
23,Other,Vietnam,Students,TikTok,87,Trends,12,23,Afternoon,Habit,Tablet,17:45:00,10,0,At school
47,Male,Indonesia,Waiting staff,YouTube,84,Gaming,16,13,Evening,Boredom,Computer,16:25:00,5,5,At home
55,Female,Philippines,Students,TikTok,290,Entertainment,25,9,Afternoon,Boredom,Smartphone,17:45:00,5,5,At home
19,Male,India,Students,YouTube,30,Gaming,27,49,Night,Entertainment,Smartphone,22:15:00,5,5,Commuting
32,Female,India,driver,YouTube,180,ASMR,5,20,Night,Habit,Tablet,22:15:00,5,5,Commuting
28,Male,Indonesia,Students,YouTube,24,Life Hacks,25,28,Evening,Habit,Smartphone,16:25:00,8,2,At school
25,Female,United States,Waiting staff,YouTube,220,Gaming,16,44,Morning,Boredom,Smartphone,09:55:00,8,2,At school
43,Female,United States,Students,YouTube,57,Entertainment,25,37,Night,Habit,Computer,22:15:00,10,0,At home
62,Female,Germany,Students,TikTok,95,Gaming,6,24,Night,Entertainment,Smartphone,22:15:00,10,0,At home
61,Other,Indonesia,Artist,YouTube,158,Entertainment,11,44,Evening,Boredom,Computer,16:25:00,5,5,At work
22,Female,Vietnam,driver,TikTok,197,Jokes/Memes,17,33,Night,Entertainment,Smartphone,22:15:00,10,0,At home
23,Female,Germany,Teacher,Facebook,160,Jokes/Memes,26,20,Night,Habit,Smartphone,22:15:00,8,2,At school
43,Female,Barzil,Students,Instagram,150,Vlogs,23,48,Night,Boredom,Smartphone,22:15:00,8,2,At school
21,Male,Japan,Engineer,YouTube,78,ASMR,14,30,Evening,Boredom,Smartphone,16:25:00,10,0,At school
36,Male,Pakistan,Students,Instagram,269,Entertainment,6,44,Evening,Habit,Smartphone,16:25:00,5,5,At home
37,Male,United States,driver,TikTok,18,Pranks,25,9,Evening,Procrastination,Smartphone,16:25:00,5,5,At home
50,Female,Japan,Waiting staff,Facebook,130,Jokes/Memes,23,45,Morning,Habit,Tablet,09:55:00,10,0,Commuting
37,Female,United States,Labor/Worker,Facebook,110,Gaming,28,49,Evening,Habit,Smartphone,16:25:00,5,5,At home
29,Male,Philippines,driver,Facebook,158,Gaming,11,17,Evening,Boredom,Tablet,16:25:00,10,0,At school
64,Female,Pakistan,Labor/Worker,Instagram,155,Life Hacks,12,36,Evening,Boredom,Smartphone,16:25:00,10,0,At work
18,Female,India,Students,TikTok,252,Life Hacks,13,14,Afternoon,Boredom,Smartphone,17:45:00,8,2,At home
43,Female,India,Labor/Worker,YouTube,250,ASMR,4,19,Evening,Procrastination,Tablet,16:25:00,8,2,At school
31,Female,Philippines,Students,YouTube,52,Gaming,7,7,Night,Habit,Tablet,22:15:00,8,2,At home
55,Female,Germany,Students,TikTok,104,Trends,2,3,Night,Boredom,Tablet,22:15:00,5,5,Commuting
54,Other,India,driver,Instagram,235,Jokes/Memes,6,33,Night,Boredom,Smartphone,22:15:00,10,0,At work
28,Female,Indonesia,Artist,YouTube,15,Life Hacks,6,44,Evening,Entertainment,Tablet,16:25:00,8,2,Commuting
53,Male,Philippines,Labor/Worker,TikTok,223,Vlogs,18,32,Morning,Habit,Smartphone,09:55:00,8,2,At school
30,Male,Indonesia,Labor/Worker,YouTube,215,Trends,20,47,Evening,Boredom,Tablet,16:25:00,8,2,At work
60,Female,India,Labor/Worker,Facebook,76,Jokes/Memes,8,11,Afternoon,Habit,Smartphone,17:45:00,5,5,At home
20,Other,Germany,Artist,YouTube,109,Vlogs,8,42,Afternoon,Boredom,Smartphone,17:45:00,10,0,Commuting
50,Male,Philippines,Teacher,Instagram,21,Life Hacks,29,2,Night,Procrastination,Tablet,22:15:00,10,0,Commuting
23,Female,India,Students,TikTok,246,ASMR,8,26,Night,Habit,Computer,22:15:00,10,0,Commuting
27,Male,United States,Waiting staff,Instagram,267,Jokes/Memes,8,4,Night,Procrastination,Computer,22:15:00,10,0,Commuting
22,Male,India,Students,TikTok,144,Gaming,1,17,Afternoon,Procrastination,Smartphone,17:45:00,10,0,At work
40,Female,Pakistan,Waiting staff,Facebook,231,Life Hacks,2,17,Night,Boredom,Smartphone,22:15:00,10,0,At home
27,Male,India,Waiting staff,TikTok,165,Pranks,12,28,Night,Procrastination,Smartphone,22:15:00,10,0,Commuting
61,Male,Pakistan,Students,YouTube,151,Life Hacks,15,30,Night,Procrastination,Smartphone,22:15:00,5,5,At work
19,Male,India,driver,YouTube,167,Pranks,4,40,Evening,Procrastination,Smartphone,16:25:00,8,2,At home
23,Male,Sri Lankan,Student,YouTube,60,Jokes/Memes,20,20,Evening,Entertainment,Smartphone,17:00:00,10,4,Commuting
27,Male,Sri Lankan,Student,Instagram,120,Entertainment,2,5,"Morning, Evening",Entertainment,Smartphone,07:00:00,7,5,Commuting
23,Male,Sri Lankan,Student,YouTube,34,Vlogs,4,30,Evening,Entertainment,Tablet,16:00:00,5,8,Working
23,Male,Sri Lankan,Student,YouTube,120,Pranks,30,10,Evening,Procrastination,Smartphone,21:00:00,7,6,At home
24,Female,Sri Lankan,Studnet,TikTok,40,Vlogs,120,30,Night,Habit,Smartphone,21:30:00,7,9,Commuting
23,Male,Sri Lankan,student,YouTube,34,Entertainment,3040,30,"Morning, Afternoon, Evening, Night",Entertainment,Smartphone,07:30:00,3,3,At home
25,Male,Sri Lankan,student,Instagram,30,Entertainment,20,10,Afternoon,Procrastination,Computer,05:30:00,5,5,At home
20,Male,Sri Lankan,Student,Instagram,30,Pranks,5,13,Evening,Habit,Smartphone,15:20:00,6,4,At home
23,Male,Sri Lankan,Student,YouTube,60,Jokes/Memes,20,20,Evening,Entertainment,Smartphone,17:00:00,10,4,Commuting
27,Male,Sri Lankan,Student,Instagram,120,Entertainment,2,5,"Morning, Evening",Entertainment,Smartphone,07:00:00,7,5,Commuting
23,Male,Sri Lankan,Student,YouTube,34,Vlogs,4,30,Evening,Entertainment,Tablet,16:00:00,5,8,Working
23,Male,Sri Lankan,Student,YouTube,120,Pranks,30,10,Evening,Procrastination,Smartphone,21:00:00,7,6,At home
24,Female,Sri Lankan,Studnet,TikTok,40,Vlogs,120,30,Night,Habit,Smartphone,21:30:00,7,9,Commuting
23,Male,Sri Lankan,student,YouTube,34,Entertainment,3040,40,"Morning, Afternoon, Evening, Night",Entertainment,Smartphone,07:30:00,3,3,At home
25,Male,Sri Lankan,student,Instagram,30,Entertainment,20,10,Afternoon,Procrastination,Computer,05:30:00,5,5,At home
20,Male,Sri Lankan,Student,Instagram,30,Pranks,5,13,Evening,Habit,Smartphone,15:20:00,6,4,At home
23,Male,Sri Lankan,Student,YouTube,60,Jokes/Memes,20,20,Evening,Entertainment,Smartphone,17:00:00,10,4,Commuting
27,Male,Sri Lankan,Student,Instagram,120,Entertainment,2,5,"Morning, Evening",Entertainment,Smartphone,07:00:00,7,5,Commuting
23,Male,Sri Lankan,Student,YouTube,34,Vlogs,4,30,Evening,Entertainment,Tablet,16:00:00,5,8,Working
23,Male,Sri Lankan,Student,YouTube,120,Pranks,30,10,Evening,Procrastination,Smartphone,21:00:00,7,6,At home
24,Female,Sri Lankan,Studnet,TikTok,40,Vlogs,120,30,Night,Habit,Smartphone,21:30:00,7,9,Commuting
23,Male,Sri Lankan,student,YouTube,34,Entertainment,3040,80,"Morning, Afternoon, Evening, Night",Entertainment,Smartphone,07:30:00,3,3,At home
25,Male,Sri Lankan,student,Instagram,30,Entertainment,20,10,Afternoon,Procrastination,Computer,05:30:00,5,5,At home
20,Male,Sri Lankan,Student,Instagram,30,Pranks,5,13,Evening,Habit,Smartphone,15:20:00,6,4,At home
23,Male,Sri Lankan,Student,YouTube,60,Jokes/Memes,20,20,Evening,Entertainment,Smartphone,17:00:00,10,4,Commuting
27,Male,Sri Lankan,Student,Instagram,120,Entertainment,2,5,"Morning, Evening",Entertainment,Smartphone,07:00:00,7,5,Commuting
23,Male,Sri Lankan,Student,YouTube,34,Vlogs,4,30,Evening,Entertainment,Tablet,16:00:00,5,8,Working
23,Male,Sri Lankan,Student,YouTube,120,Pranks,30,10,Evening,Procrastination,Smartphone,21:00:00,7,6,At home
24,Female,Sri Lankan,Studnet,TikTok,40,Vlogs,120,30,Night,Habit,Smartphone,21:30:00,7,9,Commuting
23,Male,Sri Lankan,student,YouTube,34,Entertainment,3040,40,"Morning, Afternoon, Evening, Night",Entertainment,Smartphone,07:30:00,3,3,At home
